Name,Gender,Game,Age,Age_range,Playable,Sexualization,Id,Species,Side,Relevance,Romantic_Interest,Game_Id,Title,Release,Series,Genre,Sub-genre,Developer,Publisher,Country,Platform,PEGI,Customizable_main,Protagonist,Protagonist_Non_Male,Relevant_males,Relevant_no_males,Percentage_non_male,Criteria,Director,Total_team,female_team,Team_percentage,Metacritic ,Destructoid,IGN,GameSpot,Avg_Reviews,Unnamed: 27,Sexualized_clothing,Trophy,Damsel in Distress,Sexualized Cutscenes,Total
Citra Taulgami,Female,FC3,29,Adult,0,3,FC3_Citra,Human,B,MC,Yes,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9.0,8.0,9.0,9.0,8.8,,1,1,0,1,3
Willis Huntley,Male,FC3,70,Elderly,0,0,FC3_Willis,Human,P,SC,No,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9.0,8.0,9.0,9.0,8.8,,0,0,0,0,0
Liza,Female,FC3,24,Young adult,0,1,FC3_Liza,Human,P,SC,Yes,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9.0,8.0,9.0,9.0,8.8,,0,0,1,0,1
Keith,Male,FC3,24,Young adult,0,0,FC3_Keith,Human,P,SC,No,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9.0,8.0,9.0,9.0,8.8,,0,0,0,0,0
Oliver,Male,FC3,23,Young adult,0,0,FC3_Oliver,Human,P,SC,No,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9.0,8.0,9.0,9.0,8.8,,0,0,0,0,0
Hoyt Volker,Male,FC3,48,Middle-aged,0,0,FC3_Hoyt,Human,A,MA,No,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9.0,8.0,9.0,9.0,8.8,,0,0,0,0,0
Sam Becker,Male,FC3,40,Middle-aged,0,0,FC3_Sam,Human,P,SC,No,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9.0,8.0,9.0,9.0,8.8,,0,0,0,0,0
Riley,Male,FC3,21,Young adult,0,0,FC3_Riley,Human,P,SC,No,FC3,Far Cry 3,Nov-19,Far Cry,Action,FPS,Ubisoft Montreal,Ubisoft,CAN,Multi,18,No,1,0,11,3,21%,TR,M,8,0,0%,9.0,8.0,9.0,9.0,8.8,,0,0,0,0,0
Joker,Male,PSN5,16,Teenager,1,0,PSN5_Joker,Human,P,PA,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Igor,Male,PSN5,Unknown,Unknown,0,0,PSN5_Igor,Human,P,MC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Ryuji Sakamoto,Male,PSN5,16,Teenager,1,0,PSN5_Ryuji,Human,P,DA,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Kamoshida,Male,PSN5,Adult,Adult,0,0,PSN5_Kamoshida,Human,A,SC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Morgana,Female,PSN5,15,Teenager,1,0,PSN5_Morgana,Humanoid-Animal,P,SK,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Goro Akechi,Male,PSN5,18,Young adult,1,0,PSN5_Goro,Human,B,MC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Shido,Male,PSN5,53,Middle-aged,0,0,PSN5_Shido,Human,A,MA,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Lavenza,Female,PSN5,Unknown,Unknown,0,0,PSN5_Lavenza,Human,B,SC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Sojiro Sakura,Male,PSN5,Middle-aged,Middle-aged,0,0,PSN5_Sojiro,Human,P,SC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Ann Takamaki,Female,PSN5,16,Teenager,1,2,PSN5_Ann,Human,P,DA,Opt,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,1,0,0,1,2
Shiho,Female,PSN5,Teenager,Teenager,0,1,PSN5_Shiho,Human,P,SC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,1,0,1
Yusuke Kitagawa,Male,PSN5,16,Teenager,1,0,PSN5_Yusuke,Human,P,MC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Makoto Nijima,Female,PSN5,17,Teenager,1,0,PSN5_Makoto,Human,P,MC,Opt,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Sae Nijima,Female,PSN5,24,Young adult,0,0,PSN5_Sae,Human,B,MC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Futaba Sakura,Female,PSN5,15,Teenager,0,0,PSN5_Futaba,Human,P,MC,Opt,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Haru Okumura,Female,PSN5,17,Teenager,1,0,PSN5_Haru,Human,P,MC,Opt,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Madarame,Male,PSN5,Middle-aged,Middle-aged,0,0,PSN5_Madarame,Human,A,SC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Kaneshiro,Male,PSN5,38,Adult,0,0,PSN5_Kaneshiro,Human,A,SC,No,PSN5,Persona 5,Sep-16,Persona,RPG,Simulation RPG,P-Studio,Atlus,JPN,Multi,16,No,1,0,10,8,44%,TR,M,7,0,0%,9.5,9.0,9.8,9.5,9.5,,0,0,0,0,0
Fox,Non-binary,TN,Unknown,Unknown,1,0,TN_Fox,Humanoid-Animal,P,PA,No,TN,Tunic,Sep-22,,Action-adventure,Action-adventure,Andrew Shouldice,Finji,CAN,Multi,7,Non-Binary,1,1,0,2,100%,TR,M,3,0,0%,8.5,9.0,9.0,9.0,8.9,,0,0,0,0,0
Heir,Non-binary,TN,Unknown,Unknown,0,0,TN_Heir,Humanoid-Animal,A,MA,No,TN,Tunic,Sep-22,,Action-adventure,Action-adventure,Andrew Shouldice,Finji,CAN,Multi,7,Non-Binary,1,1,0,2,100%,TR,M,3,0,0%,8.5,9.0,9.0,9.0,8.9,,0,0,0,0,0
Tarnished,Custom,ER,Adult,Adult,1,0,ER_Tarnished,Human,P,PA,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Melina,Female,ER,Adult,Adult,0,0,ER_Melina,Human,P,SK,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Finger Reader Enia,Female,ER,Unknown,Unknown,0,0,ER_Finger,Humanoid,P,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Queen Marika,Female,ER,Adult,Adult,0,0,ER_Queen,Human,A,MA,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Two Fingers,Non-binary,ER,Unknown,Unknown,0,0,ER_Two,Creature,P,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Morgott,Male,ER,Adult,Adult,0,0,ER_Morgott,Creature,A,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Maliketh,Male,ER,Adult,Adult,0,0,ER_Maliketh,Creature,A,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Radagon,Male,ER,Adult,Adult,0,0,ER_Radagon,Human,A,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Elden Beast,Non-binary,ER,Unknown,Unknown,0,0,ER_Elden,Creature,A,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Ranni the Witch,Female,ER,Adult,Adult,0,0,ER_Ranni,Humanoid,P,MC,Yes,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Miriel,Male,ER,Adult,Adult,0,0,ER_Miriel,Animal,P,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Fia,Female,ER,Adult,Adult,0,0,ER_Fia,Humanoid,P,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Radhan,Male,ER,Adult,Adult,0,0,ER_Radhan,Creature,A,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Rykard,Male,ER,Adult,Adult,0,0,ER_Rykard,Creature,A,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Blaidd,Male,ER,Adult,Adult,0,0,ER_Blaidd,Humanoid,P,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Malenia,Female,ER,Adult,Adult,0,0,ER_Malenia,Human,P,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Godwyn,Male,ER,Adult,Adult,0,0,ER_Godwyn,Human,A,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Mohg,Male,ER,Adult,Adult,0,0,ER_Mohg,Creature,A,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Miquella,Male,ER,Adult,Adult,0,0,ER_Miquella,Human,A,SC,No,ER,Elden Ring,Feb-22,,RPG,Action RPG,FromSoftware,Bandai Namco Entertainment,JPN,Multi,16,Yes,1,1,10,9,47%,TR,M,6,0,0%,9.5,10.0,10.0,10.0,9.9,,0,0,0,0,0
Stanley,Male,TSPUD,Adult,Adult,1,0,TSPUD_Stanley,Human,P,PA,No,TSPUD,The Stanley Parable (Ultra Deluxe),Apr-22,,Interactive Story,Interactive Story,Galactic Cafe,Galactic Cafe,GBR,Multi,7,No,1,0,2,0,0%,TR,M,4,1,25%,9.0,10.0,9.0,8.0,9.0,,0,0,0,0,0
Narrator,Male,TSPUD,Unknown,Unknown,0,0,TSPUD_Narrator,Unknown,A,MA,No,TSPUD,The Stanley Parable (Ultra Deluxe),Apr-22,,Interactive Story,Interactive Story,Galactic Cafe,Galactic Cafe,GBR,Multi,7,No,1,0,2,0,0%,TR,M,4,1,25%,9.0,10.0,9.0,8.0,9.0,,0,0,0,0,0
White,Male,NW,Adult,Adult,1,0,NW_White,Human,P,PA,No,NW,Neon White,Jun-22,,Action,FPS,Angel Matrix,Annapurna Interactive,USA,Multi,12,No,1,0,5,4,44%,TR,M,2,0,0%,8.9,8.5,8.0,9.0,8.6,,0,0,0,0,0
Mikey,Male,NW,Unknown,Unknown,0,0,NW_Mikey,Humanoid-Animal,P,MC,No,NW,Neon White,Jun-22,,Action,FPS,Angel Matrix,Annapurna Interactive,USA,Multi,12,No,1,0,5,4,44%,TR,M,2,0,0%,8.9,8.5,8.0,9.0,8.6,,0,0,0,0,0
Green,Male,NW,Adult,Adult,0,0,NW_Green,Human,A,MA,No,NW,Neon White,Jun-22,,Action,FPS,Angel Matrix,Annapurna Interactive,USA,Multi,12,No,1,0,5,4,44%,TR,M,2,0,0%,8.9,8.5,8.0,9.0,8.6,,0,0,0,0,0
Believers,Non-binary,NW,Unknown,Unknown,0,0,NW_Believers,Human,A,MC,No,NW,Neon White,Jun-22,,Action,FPS,Angel Matrix,Annapurna Interactive,USA,Multi,12,No,1,0,5,4,44%,TR,M,2,0,0%,8.9,8.5,8.0,9.0,8.6,,0,0,0,0,0
Red,Female,NW,Adult,Adult,0,1,NW_Red,Human,P,MC,Yes,NW,Neon White,Jun-22,,Action,FPS,Angel Matrix,Annapurna Interactive,USA,Multi,12,No,1,0,5,4,44%,TR,M,2,0,0%,8.9,8.5,8.0,9.0,8.6,,1,0,0,0,1
Violet,Female,NW,Adult,Adult,0,2,NW_Violet,Human,B,MC,No,NW,Neon White,Jun-22,,Action,FPS,Angel Matrix,Annapurna Interactive,USA,Multi,12,No,1,0,5,4,44%,TR,M,2,0,0%,8.9,8.5,8.0,9.0,8.6,,1,0,0,1,2
Yellow,Male,NW,Adult,Adult,0,0,NW_Yellow,Human,P,MC,No,NW,Neon White,Jun-22,,Action,FPS,Angel Matrix,Annapurna Interactive,USA,Multi,12,No,1,0,5,4,44%,TR,M,2,0,0%,8.9,8.5,8.0,9.0,8.6,,0,0,0,0,0
Raz,Male,NW,Unknown,Unknown,0,0,NW_Raz,Humanoid-Animal,P,SC,No,NW,Neon White,Jun-22,,Action,FPS,Angel Matrix,Annapurna Interactive,USA,Multi,12,No,1,0,5,4,44%,TR,M,2,0,0%,8.9,8.5,8.0,9.0,8.6,,0,0,0,0,0
Gabby,Female,NW,Unknown,Unknown,0,0,NW_Gabby,Humanoid-Animal,P,SC,No,NW,Neon White,Jun-22,,Action,FPS,Angel Matrix,Annapurna Interactive,USA,Multi,12,No,1,0,5,4,44%,TR,M,2,0,0%,8.9,8.5,8.0,9.0,8.6,,0,0,0,0,0
Cuphead,Male,CH,Unknown,Unknown,1,0,CH_Cuphead,Animated Object,P,PA,No,CH,Cuphead,Sep-17,,Action,Rund and gun,Studio MDHR,Studio MDHR,CAN,Multi,7,No,2,0,6,1,14%,TR,M,8,2,25%,8.7,9.5,8.8,8.5,8.9,,0,0,0,0,0
Mugman,Male,CH,Unknown,Unknown,1,0,CH_Mugman,Animated Object,P,PA,No,CH,Cuphead,Sep-17,,Action,Rund and gun,Studio MDHR,Studio MDHR,CAN,Multi,7,No,2,0,6,1,14%,TR,M,8,2,25%,8.7,9.5,8.8,8.5,8.9,,0,0,0,0,0
Elder Kettle,Male,CH,Unknown,Unknown,0,0,CH_Elder,Animated Object,P,SC,No,CH,Cuphead,Sep-17,,Action,Rund and gun,Studio MDHR,Studio MDHR,CAN,Multi,7,No,2,0,6,1,14%,TR,M,8,2,25%,8.7,9.5,8.8,8.5,8.9,,0,0,0,0,0
Devil,Male,CH,Unknown,Unknown,0,0,CH_Devil,Humanoid,A,MA,No,CH,Cuphead,Sep-17,,Action,Rund and gun,Studio MDHR,Studio MDHR,CAN,Multi,7,No,2,0,6,1,14%,TR,M,8,2,25%,8.7,9.5,8.8,8.5,8.9,,0,0,0,0,0
King Dice,Male,CH,Unknown,Unknown,0,0,CH_King,Animated Object,A,SC,No,CH,Cuphead,Sep-17,,Action,Rund and gun,Studio MDHR,Studio MDHR,CAN,Multi,7,No,2,0,6,1,14%,TR,M,8,2,25%,8.7,9.5,8.8,8.5,8.9,,0,0,0,0,0
Porkrind,Male,CH,Unknown,Unknown,0,0,CH_Porkrind,Humanoid-Animal,P,SC,No,CH,Cuphead,Sep-17,,Action,Rund and gun,Studio MDHR,Studio MDHR,CAN,Multi,7,No,2,0,6,1,14%,TR,M,8,2,25%,8.7,9.5,8.8,8.5,8.9,,0,0,0,0,0
Chalice the Legendary,Female,CH,Unknown,Unknown,0,1,CH_Chalice,Animated Object,P,SC,No,CH,Cuphead,Sep-17,,Action,Rund and gun,Studio MDHR,Studio MDHR,CAN,Multi,7,No,2,0,6,1,14%,TR,M,8,2,25%,8.7,9.5,8.8,8.5,8.9,,0,0,1,0,1
Colt Vahn,Male,DL,Adult,Adult,1,0,DL_Colt,Human,P,PA,No,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9.0,10.0,10.0,9.5,,0,0,0,0,0
Juliana,Female,DL,Adult,Adult,0,0,DL_Juliana,Human,B,MA,No,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9.0,10.0,10.0,9.5,,0,0,0,0,0
Fia,Female,DL,Adult,Adult,0,0,DL_Fia,Human,A,MC,No,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9.0,10.0,10.0,9.5,,0,0,0,0,0
Egor,Male,DL,Adult,Adult,0,0,DL_Egor,Human,A,MC,No,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9.0,10.0,10.0,9.5,,0,0,0,0,0
Frank,Male,DL,Adult,Adult,0,0,DL_Frank,Human,A,MC,No,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9.0,10.0,10.0,9.5,,0,0,0,0,0
Wenjie,Female,DL,Adult,Adult,0,0,DL_Wenjie,Human,A,MC,No,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9.0,10.0,10.0,9.5,,0,0,0,0,0
Charlie,Male,DL,Adult,Adult,0,0,DL_Charlie,Human,A,MC,No,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9.0,10.0,10.0,9.5,,0,0,0,0,0
Harriet,Female,DL,Adult,Adult,0,0,DL_Harriet,Human,A,MC,No,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9.0,10.0,10.0,9.5,,0,0,0,0,0
Aleksis,Male,DL,Adult,Adult,0,0,DL_Aleksis,Human,A,MC,No,DL,Deathloop,Sep-21,,Action,FPS,Arkane Lyon,Bethesda Softworks,FRA,Multi,18,No,1,0,5,4,44%,TR,M,7,1,14%,8.8,9.0,10.0,10.0,9.5,,0,0,0,0,0
2B,Female,NRA,Young adult,Young adult,1,1,NRA_2B,Android-Robot,P,PA,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,1,0,0,0,1
9S,Male,NRA,Young adult,Young adult,1,0,NRA_9S,Android-Robot,P,DA,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
A2,Female,NRA,Young adult,Young adult,1,1,NRA_A2,Android-Robot,B,DA,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,1,0,0,0,1
Pods,Non-binary,NRA,Unknown,Unknown,0,0,NRA_Pods,Robot,P,SK,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
Adam,Male,NRA,Adult,Adult,0,0,NRA_Adam,Android-Robot,A,MC,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
Eve,Male,NRA,Adult,Adult,0,1,NRA_Eve,Android-Robot,A,MC,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,1,0,0,0,1
Red Girls,Female,NRA,Teenager,Teenager,0,0,NRA_Red,Android-Robot,A,MC,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
Commander,Female,NRA,Adult,Adult,0,0,NRA_Commander,Android-Robot,P,MC,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
Anemone,Female,NRA,Adult,Adult,0,0,NRA_Anemone,Android-Robot,P,SC,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
Pascal,Male,NRA,Unknown,Unknown,0,0,NRA_Pascal,Robot,P,SC,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
Devola,Female,NRA,Adult,Adult,0,0,NRA_Devola,Android-Robot,P,MC,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
Popola,Female,NRA,Adult,Adult,0,0,NRA_Popola,Android-Robot,P,MC,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
Emil,Male,NRA,Child,Child,0,0,NRA_Emil,Human,P,SC,No,NRA,NieR: Automata,Feb-17,Drakengard,RPG,Action RPG,PlatinumGames,SquareEnix,JPN,Multi,18,No,1,1,5,8,62%,TR,M,12,1,8%,8.9,9.0,8.9,9.0,9.0,,0,0,0,0,0
