Name,Gender,Game,Age,Age_range,Playable,Sexualization,Id,Species,Side,Relevance,Romantic_Interest,Game_Id,Title,Release,Series,Genre,Sub-genre,Developer,Publisher,Country,Platform,PEGI,Customizable_main,Protagonist,Protagonist_Non_Male,Relevant_males,Relevant_no_males,Percentage_non_male,Criteria,Director,Total_team,female_team,Team_percentage,Metacritic ,Destructoid,IGN,GameSpot,Avg_Reviews,Unnamed: 27,Sexualized_clothing,Trophy,Damsel in Distress,Sexualized Cutscenes,Total
Barbara,Female,WROEF,16,Teenager,0,0,WROEF_Barbara,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Sanjay,Male,WROEF,36,Adult,0,0,WROEF_Sanjay,Human,P,SC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Lewis,Male,WROEF,22,Young adult,0,0,WROEF_Lewis,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Milton,Male,WROEF,11,Child,0,0,WROEF_Milton,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Christopher,Male,WROEF,Child,Child,0,0,WROEF_Christopher,Human,P,SC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Sam,Male,WROEF,33,Adult,0,0,WROEF_Sam,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Gus,Male,WROEF,13,Child,0,0,WROEF_Gus,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Gregory,Male,WROEF,22,Young adult,0,0,WROEF_Gregory,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Kay,Female,WROEF,Middle-aged,Middle-aged,0,0,WROEF_Kay,Human,P,SC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Walter,Male,WROEF,53,Middle-aged,0,0,WROEF_Walter,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Calvin,Male,WROEF,11,Child,0,0,WROEF_Calvin,Human,P,MC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Odin,Male,WROEF,Unknown,Unknown,0,0,WROEF_Odin,Human,P,SC,No,WROEF,What Remains of Edith Finch,Apr-17,,Adventure,Adventure,Giant Sparrow,Annapurna Interactive,USA,Multi,16,No,1,1,11,6,35%,TR,M,6,0,0%,8.9,9.0,8.8,9.0,8.9,,0,0,0,0,0
Madeline,Female,CLS,21,Young adult,1,0,CLS_Madeline,Human,P,PA,No,CLS,Celeste,Jan-18,,Action,Platform,Maddy Makes Games,Maddy Makes Games,CAN,Multi,7,No,1,1,2,4,67%,TR,F,5,3,60%,9.1,10.0,10.0,9.0,9.5,,0,0,0,0,0
Celia,Female,CLS,Elderly,Elderly,0,0,CLS_Celia,Human,B,MC,No,CLS,Celeste,Jan-18,,Action,Platform,Maddy Makes Games,Maddy Makes Games,CAN,Multi,7,No,1,1,2,4,67%,TR,F,5,3,60%,9.1,10.0,10.0,9.0,9.5,,0,0,0,0,0
Theo,Male,CLS,Adult,Adult,0,0,CLS_Theo,Human,P,MC,No,CLS,Celeste,Jan-18,,Action,Platform,Maddy Makes Games,Maddy Makes Games,CAN,Multi,7,No,1,1,2,4,67%,TR,F,5,3,60%,9.1,10.0,10.0,9.0,9.5,,0,0,0,0,0
Badeline,Female,CLS,21,Young adult,1,0,CLS_Badeline,Human,B,MA,No,CLS,Celeste,Jan-18,,Action,Platform,Maddy Makes Games,Maddy Makes Games,CAN,Multi,7,No,1,1,2,4,67%,TR,F,5,3,60%,9.1,10.0,10.0,9.0,9.5,,0,0,0,0,0
Mr.Oshiro,Male,CLS,Elderly,Elderly,0,0,CLS_Mr.Oshiro,Creature,B,SC,No,CLS,Celeste,Jan-18,,Action,Platform,Maddy Makes Games,Maddy Makes Games,CAN,Multi,7,No,1,1,2,4,67%,TR,F,5,3,60%,9.1,10.0,10.0,9.0,9.5,,0,0,0,0,0
Bird,Non-binary,CLS,Unknown,Unknown,0,0,CLS_Bird,Animal,P,SK,No,CLS,Celeste,Jan-18,,Action,Platform,Maddy Makes Games,Maddy Makes Games,CAN,Multi,7,No,1,1,2,4,67%,TR,F,5,3,60%,9.1,10.0,10.0,9.0,9.5,,0,0,0,0,0
Prisoner,Non-binary,DC,Unknown,Unknown,1,0,DC_Prisoner,Creature,P,PA,No,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,,9.5,9.0,9.1,,0,0,0,0,0
Collector,Male,DC,Unknown,Unknown,0,0,DC_Collector,Humanoid,P,MC,No,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,,9.5,9.0,9.1,,0,0,0,0,0
King,Male,DC,Unknown,Unknown,0,0,DC_King,Human,A,MA,No,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,,9.5,9.0,9.1,,0,0,0,0,0
Tutorial Knight,Female,DC,Unknown,Unknown,0,0,DC_Tutorial,Human,P,SC,No,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,,9.5,9.0,9.1,,0,0,0,0,0
Gollum,Male,DC,Unknown,Unknown,0,0,DC_Gollum,Humanoid,P,SC,No,DC,Dead Cells,Aug-18,,Action-adventure,Metroidvania,Motion Twin,Motion Twin,FRA,Multi,16,No,1,1,3,2,40%,TR,M,2,0,0%,8.8,,9.5,9.0,9.1,,0,0,0,0,0
Knight,Non-binary,HLKN,Unknown,Unknown,1,0,HLKN_Knight,Humanoid,P,PA,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Pale King,Male,HLKN,Unknown,Unknown,0,0,HLKN_Pale,Humanoid,A,MC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Hornet,Female,HLKN,Unknown,Unknown,0,0,HLKN_Hornet,Humanoid,B,MC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Radiance,Female,HLKN,Unknown,Unknown,0,0,HLKN_Radiance,Creature,A,MA,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Hollow Knight,Non-binary,HLKN,Unknown,Unknown,0,0,HLKN_Hollow,Humanoid,A,MC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Mr.Mushroom,Male,HLKN,Unknown,Unknown,0,0,HLKN_Mr.Mushroom,Animated Plant,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Lurien,Male,HLKN,Unknown,Unknown,0,0,HLKN_Lurien,Creature,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Monomon,Female,HLKN,Unknown,Unknown,0,0,HLKN_Monomon,Creature,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Herrah,Female,HLKN,Unknown,Unknown,0,0,HLKN_Herrah,Humanoid,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Quirrel,Male,HLKN,Unknown,Unknown,0,0,HLKN_Quirrel,Humanoid,P,MC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Cloth,Female,HLKN,Unknown,Unknown,0,0,HLKN_Cloth,Humanoid,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Cornifer,Male,HLKN,Unknown,Unknown,0,0,HLKN_Cornifer,Humanoid,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Tiso,Male,HLKN,Unknown,Unknown,0,0,HLKN_Tiso,Humanoid,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Zote,Male,HLKN,Unknown,Unknown,0,0,HLKN_Zote,Humanoid,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
White Lady,Female,HLKN,Unknown,Unknown,0,0,HLKN_White,Creature,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Elderburg,Male,HLKN,Unknown,Unknown,0,0,HLKN_Elderburg,Humanoid,P,SC,No,HLKN,Hollow Knight,Feb-17,,Action-adventure,Metroidvania,Team Cherry,Team Cherry,AUS,Computer,7,Non-Binary,1,1,8,8,50%,TR,M,3,0,0%,8.8,10.0,9.4,9.0,9.3,,0,0,0,0,0
Mae Borowski,Female,NITW,20,Young adult,1,0,NITW_Mae,Humanoid-Animal,P,PA,No,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9.0,8.9,,0,0,0,0,0
Bea Santello,Female,NITW,20,Young adult,0,0,NITW_Bea,Humanoid-Animal,P,MC,No,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9.0,8.9,,0,0,0,0,0
Gregg Lee,Male,NITW,21,Young adult,0,0,NITW_Gregg,Humanoid-Animal,P,MC,No,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9.0,8.9,,0,0,0,0,0
Angus Delaney,Male,NITW,21,Young adult,0,0,NITW_Angus,Humanoid-Animal,P,MC,No,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9.0,8.9,,0,0,0,0,0
Casey Hartley,Female,NITW,21,Young adult,0,0,NITW_Casey,Humanoid-Animal,P,SC,No,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9.0,8.9,,0,0,0,0,0
Black Goat,Non-binary,NITW,Unknown,Unknown,0,0,NITW_Black,Humanoid-Animal,A,SC,No,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9.0,8.9,,0,0,0,0,0
Germ,Male,NITW,18,Young adult,0,0,NITW_Germ,Humanoid-Animal,P,SC,No,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9.0,8.9,,0,0,0,0,0
Aunt Molly,Female,NITW,Middle-aged,Middle-aged,0,0,NITW_Aunt,Humanoid-Animal,P,SC,No,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9.0,8.9,,0,0,0,0,0
Cult,Non-binary,NITW,Unknown,Unknown,0,0,NITW_Cult,Unknown,A,MA,No,NITW,Night in the Woods,Feb-17,,Adventure,Adventure,Secret Lab,Finji,AUT,Multi,12,No,1,1,3,6,67%,TR,M,7,1,14%,8.4,9.5,8.7,9.0,8.9,,0,0,0,0,0
Bayonetta,Female,BY2,Unknown,Unknown,1,2,BY2_Bayonetta,Human,P,PA,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,1,0,0,1,2
Enzo,Male,BY2,Unknown,Unknown,0,0,BY2_Enzo,Human,P,MC,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,0,0,0,0,0
Jeanne,Female,BY2,Unknown,Unknown,0,2,BY2_Jeanne,Human,P,MC,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,1,0,1,0,2
Inferno,Male,BY2,Unknown,Unknown,0,0,BY2_Inferno,Human,A,MC,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,0,0,0,0,0
Lumen Sage,Male,BY2,Unknown,Unknown,0,0,BY2_Lumen,Human,A,MC,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,0,0,0,0,0
Balder,Male,BY2,Unknown,Unknown,0,0,BY2_Balder,Human,A,MC,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,0,0,0,0,0
Luka,Male,BY2,Unknown,Unknown,0,0,BY2_Luka,Human,P,SC,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,0,0,0,0,0
Loki,Male,BY2,Unknown,Unknown,0,0,BY2_Loki,Human,P,MC,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,0,0,0,0,0
Rodin,Male,BY2,Unknown,Unknown,0,0,BY2_Rodin,Humanoid,A,MC,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,0,0,0,0,0
Rosa,Female,BY2,Unknown,Unknown,0,0,BY2_Rosa,Human,P,SC,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,0,0,0,0,0
Loptr,Male,BY2,Unknown,Unknown,0,0,BY2_Loptr,Human,A,MA,No,BY2,Bayonetta 2,Sep-14,Bayonetta,Action-adventure,Action-adventure,PlatinumGames,Nintendo,JPN,Wii U,16,No,1,1,8,3,27%,TR,M,12,2,17%,9.1,10.0,9.5,10.0,9.7,,0,0,0,0,0
Vella Tartine,Female,BRA,Teenager,Teenager,1,0,BRA_Vella,Human,P,PA,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Levina,Female,BRA,Elderly,Elderly,0,0,BRA_Levina,Human,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Jessie,Female,BRA,Unknown,Unknown,0,0,BRA_Jessie,Animal,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Ch't,Male,BRA,Teenager,Teenager,0,0,BRA_Ch't,Human,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Maggie,Female,BRA,Teenager,Teenager,0,0,BRA_Maggie,Human,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Gus,Male,BRA,Adult,Adult,0,0,BRA_Gus,Human,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Brommel,Male,BRA,Elderly,Elderly,0,0,BRA_Brommel,Human,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Morelia,Female,BRA,Adult,Adult,0,0,BRA_Morelia,Human,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Husker,Male,BRA,Adult,Adult,0,0,BRA_Husker,Human,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Alex,Male,BRA,Adult,Adult,0,0,BRA_Alex,Human,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Shay,Male,BRA,Teenager,Teenager,1,0,BRA_Shay,Human,P,PA,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Hope,Female,BRA,Adult,Adult,0,0,BRA_Hope,Human,P,MC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Marek,Male,BRA,Unknown,Unknown,0,0,BRA_Marek,Humanoid,A,MA,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Grabbin Gary,Male,BRA,Unknown,Unknown,0,0,BRA_Grabbin,Robot,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Ray Volta,Male,BRA,Adult,Adult,0,0,BRA_Ray,Human,P,MC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Rocky,Female,BRA,Child,Child,0,0,BRA_Rocky,Human,P,SC,No,BRA,Broken Age,Jan-14,,Adventure,Point-and-click adventure,Double Fine Productions,Double Fine Productions,USA,Computer,12,No,2,1,9,7,44%,TR,M,6,1,17%,7.9,9.5,9.5,7.0,8.5,,0,0,0,0,0
Venom Snake,Male,MGSV,Adult,Adult,1,0,MGSV_Venom,Human,P,PA,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
Quiet,Female,MGSV,Adult,Adult,0,0,MGSV_Quiet,Human,P,MC,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
Revolver Ocelot,Male,MGSV,Adult,Adult,0,0,MGSV_Revolver,Human,P,MC,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
Kazuhira Miller,Male,MGSV,Adult,Adult,0,0,MGSV_Kazuhira,Human,P,MC,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
Dr.Huey Emmerich,Male,MGSV,Adult,Adult,0,0,MGSV_Dr.Huey,Human,P,MC,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
Code Talker,Male,MGSV,Elderly,Elderly,0,0,MGSV_Code,Human,P,MC,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
Eli,Male,MGSV,Child,Child,0,0,MGSV_Eli,Human,P,SC,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
Zero,Male,MGSV,Elderly,Elderly,0,0,MGSV_Zero,Human,P,SC,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
Skull Face,Male,MGSV,Middle-aged,Middle-aged,0,0,MGSV_Skull,Human,A,MA,No,MGSV,Metal Gear Solid V: The Phantom Pain,Sep-15,Metal Gear,Action,Stealth,Kojima Productions,Konami,JPN,Multi,18,No,1,0,8,2,20%,TR,M,11,0,0%,9.3,9.0,10.0,10.0,9.6,,0,0,0,0,0
